id,fold,sample,veh_value,exposure,veh_age,agecat,max_power,driving_history_score,e_bill,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,gender_f,gender_m,time_of_week_driven_weekday,time_of_week_driven_weekend,area_a,area_b,area_c,area_d,area_e,area_f,marital_status_m,marital_status_s,engine_type_dissel,engine_type_electric,engine_type_hybrid,engine_type_petrol,time_driven_12am6am,time_driven_12pm6pm,time_driven_6am12pm,time_driven_6pm12am,veh_color_black,veh_color_blue,veh_color_brown,veh_color_gray,veh_color_green,veh_color_red,veh_color_silver,veh_color_white,veh_color_yellow,veh_body_bus,veh_body_convt,veh_body_coupe,veh_body_hdtop,veh_body_mcara,veh_body_mibus,veh_body_panvn,veh_body_rdstr,veh_body_sedan,veh_body_stnwg,veh_body_suv,veh_body_truck,veh_body_ute
1,2,1|bld,5.800000000000001,0.362190934,2,1,161,73.0,0,6,646.516468959908,0.0,1,1,2023.198184,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3236,3,1|bld,6.24,0.1798574485,3,3,71,85.0,1,6,650.2246030181519,0.0,0,0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3237,4,2|val,3.95,0.430987313,2,5,273,77.0,0,12,663.5290915009607,0.0,0,0,0.0,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3238,4,2|val,5.92,0.3161188775,2,4,140,149.0,1,6,642.9089303720797,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3239,4,2|val,4.45,0.204918165,2,5,191,94.0,1,6,641.1857903787642,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3240,2,1|bld,6.19,0.911680793,2,1,129,133.0,0,12,643.220301292254,1.0,0,0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3241,3,1|bld,5.43,0.481860937,1,5,169,94.0,1,12,650.1435031342388,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3242,3,1|bld,5.210000000000001,0.095780018,4,2,186,96.0,1,12,649.8149767070582,0.0,0,0,0.0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3243,3,1|bld,6.76,0.3162353775,3,4,91,100.0,1,6,662.9406759999512,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3244,1,1|bld,6.36,0.0456979305,2,1,78,99.0,1,6,652.6800001872871,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3245,4,2|val,5.99,0.2483924775,3,2,130,74.0,1,6,671.1700048974717,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3246,4,2|val,6.08,0.999369701,4,6,258,92.0,0,12,659.6311853668575,1.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3247,2,1|bld,6.26,0.753451954,2,2,151,94.0,1,12,652.2399983836943,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3248,2,1|bld,5.140000000000001,0.4117690095,2,3,91,74.0,1,6,649.8362855128985,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
3249,2,1|bld,6.45,0.687985785,4,2,238,121.0,1,12,663.689714109837,0.0,0,0,0.0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3250,4,2|val,7.08,0.946166952,4,6,102,112.0,0,12,656.8668735468423,1.0,0,0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3251,4,2|val,6.07,0.347448384,3,4,164,92.0,1,6,652.3924358835451,0.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3252,2,1|bld,4.74,0.497279932,1,2,102,94.0,1,12,636.0694232220475,0.0,0,0,0.0,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3253,1,1|bld,2.3000000000000007,0.147642535,1,2,187,72.0,1,6,659.7668254757275,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3254,4,2|val,5.0600000000000005,0.05931981,1,3,206,76.0,1,12,664.861374202526,0.0,0,0,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3255,4,2|val,6.6000000000000005,0.321315976,4,5,130,125.0,0,12,644.252460782287,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3256,4,2|val,5.57,0.630906562,4,5,125,132.0,1,12,643.3732547308737,0.0,0,0,0.0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3257,4,2|val,5.03,0.338518691,2,3,160,88.0,1,12,647.0665994684936,0.0,0,0,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3258,3,1|bld,6.41,0.2943703205,4,3,89,94.0,1,6,651.385201361557,0.0,0,0,0.0,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3259,2,1|bld,6.75,0.596683838,3,1,115,103.0,0,12,652.5557596245964,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3260,2,1|bld,4.93,0.524786497,2,3,409,66.0,1,12,665.3719593625661,0.0,0,0,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3261,1,1|bld,4.51,0.177458301,3,1,200,116.0,0,12,648.0395400636031,0.0,0,0,0.0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3262,1,1|bld,4.4,0.797057088,1,3,102,113.0,0,12,649.1231246022504,0.0,0,0,0.0,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3263,3,1|bld,3.72,0.907940642,2,3,181,102.0,1,12,658.3296759116613,1.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3264,1,1|bld,5.0600000000000005,0.138960626,3,3,126,109.0,1,6,639.9074918148766,0.0,0,0,0.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3265,4,2|val,6.5,0.853486293,3,3,164,96.0,1,12,652.3559183651313,0.0,0,0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3266,1,1|bld,5.8100000000000005,0.011697774,2,2,150,96.0,0,12,686.6929569118121,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3267,1,1|bld,6.8100000000000005,0.106084166,4,6,120,98.0,0,12,684.0566195559753,0.0,0,0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3268,2,1|bld,5.34,0.3417791325,2,4,77,116.0,1,6,675.7312477745222,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3269,2,1|bld,6.36,0.672328648,3,4,73,122.0,0,12,653.1421206952365,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3270,2,1|bld,4.92,0.156073176,1,4,161,75.0,1,12,648.32667720663,0.0,0,0,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3271,3,1|bld,5.62,0.519598338,2,5,110,93.0,0,12,658.3979251331721,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3272,3,1|bld,4.710000000000001,0.646930967,1,5,184,93.0,0,12,646.0620441594483,0.0,0,0,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3273,1,1|bld,6.03,0.801881511,1,3,96,99.0,1,12,659.1084681537432,0.0,0,0,0.0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3274,3,1|bld,4.95,0.4864174265,1,3,303,74.0,0,6,640.924077985272,1.0,0,0,0.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3275,4,2|val,4.99,0.105668469,1,4,164,69.0,0,12,651.6355552286817,0.0,0,0,0.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3276,1,1|bld,6.050000000000001,0.703089501,4,3,196,127.0,0,12,642.0945202220138,0.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3277,3,1|bld,5.53,0.884743497,2,4,139,115.0,1,12,647.354684856221,1.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3278,3,1|bld,3.12,0.141330471,2,5,124,92.0,1,12,669.118664382163,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3279,1,1|bld,4.800000000000001,0.799619658,2,4,159,97.0,1,12,646.2616853676274,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3280,4,2|val,5.94,0.080680679,4,2,194,114.0,1,12,699.814456789106,0.0,0,0,0.0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3281,1,1|bld,6.3500000000000005,0.72146775,2,4,81,102.0,1,12,652.1157276028804,0.0,0,0,0.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3282,3,1|bld,5.5200000000000005,0.259459048,2,2,119,97.0,1,6,650.3577094626559,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3283,4,2|val,5.91,0.198800531,1,2,113,95.0,1,12,650.3086012583217,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3284,1,1|bld,3.16,0.723205553,2,5,126,104.0,1,12,641.8131606478215,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3285,4,2|val,2.890000000000001,0.96647336,1,2,143,91.0,1,12,640.8516793123431,1.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3286,4,2|val,4.84,0.226845854,1,4,242,75.0,1,6,650.3262039871511,0.0,0,0,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3287,2,1|bld,5.880000000000001,0.533366758,4,5,248,76.0,0,12,650.2062589895103,0.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3288,4,2|val,1.75,0.32174359,1,3,119,82.0,1,12,627.0782898535125,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3289,2,1|bld,6.82,0.634729328,4,1,72,110.0,1,12,650.2550289180305,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3290,1,1|bld,6.76,0.234276954,4,2,235,93.0,0,12,660.040929806763,0.0,0,0,0.0,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3291,4,2|val,5.2700000000000005,0.403534906,1,6,183,112.0,0,12,671.232416960606,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3292,4,2|val,5.0200000000000005,0.2794399215,3,2,147,93.0,0,6,655.785293482723,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3293,4,2|val,5.76,0.0441703,2,3,150,95.0,0,12,649.9085119803547,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3294,4,2|val,6.3500000000000005,0.223207427,4,4,219,117.0,1,12,644.8636695004227,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3295,1,1|bld,6.8500000000000005,0.414590915,3,3,115,108.0,1,12,667.3562994363444,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3296,2,1|bld,4.87,0.308172349,2,5,153,93.0,0,6,646.0686879333548,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3297,1,1|bld,6.2,0.714830817,2,4,83,95.0,1,12,650.8878254398234,0.0,0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3298,4,2|val,5.75,0.3001839075,2,3,124,113.0,1,6,661.1165427144686,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3299,4,2|val,6.04,0.032725037,3,5,136,115.0,0,12,644.9665186012869,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3300,3,1|bld,6.57,0.085372713,3,5,93,109.0,0,12,660.2572390285542,0.0,0,0,0.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3301,2,1|bld,5.800000000000001,0.1770166905,2,1,164,109.0,1,6,649.3947044797791,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3302,4,2|val,6.550000000000001,0.092330163,3,2,139,91.0,1,6,640.6398971414225,0.0,0,0,0.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3303,3,1|bld,4.48,0.867955263,1,5,184,69.0,1,12,656.7516128301304,0.0,0,0,0.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3304,4,2|val,4.25,0.096181509,1,4,113,89.0,1,6,662.9382634945157,0.0,0,0,0.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3305,3,1|bld,4.800000000000001,0.765174543,2,4,152,114.0,1,12,654.8054715134637,0.0,0,0,0.0,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3306,1,1|bld,5.53,0.4134609665,3,6,198,90.0,1,6,671.3121232175517,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3307,3,1|bld,2.9800000000000004,0.664556807,1,1,205,90.0,1,12,637.0929372781858,0.0,0,0,0.0,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3308,2,1|bld,2.2600000000000007,0.1552855095,3,5,198,93.0,1,6,652.6702306629007,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3309,2,1|bld,0.9700000000000006,0.245720594,1,4,163,66.0,1,12,644.7227045872745,0.0,0,0,0.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3310,2,1|bld,7.04,0.506758393,4,4,118,102.0,0,12,655.5937249115073,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3311,1,1|bld,6.4,0.158014948,2,3,74,93.0,1,6,668.644937733437,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3312,2,1|bld,6.050000000000001,0.586434983,2,2,106,112.0,1,12,671.4823225075797,0.0,0,0,0.0,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3313,4,2|val,6.12,0.558602941,2,5,104,115.0,0,12,646.0561229129439,0.0,0,0,0.0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3314,3,1|bld,5.550000000000001,0.779240455,2,4,79,96.0,1,12,656.7168914379815,0.0,0,0,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3315,4,2|val,4.890000000000001,0.258487805,2,3,112,104.0,1,12,689.514352085587,0.0,0,0,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3316,4,2|val,4.550000000000001,0.618711394,1,3,120,116.0,1,12,647.8486039463047,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3317,2,1|bld,4.85,0.064689501,2,2,159,105.0,0,6,647.0894513739041,0.0,0,0,0.0,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3318,3,1|bld,4.91,0.222949843,1,3,115,103.0,1,12,646.2687167383235,0.0,0,0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3319,1,1|bld,6.62,0.726853853,3,2,176,101.0,0,12,674.5679853032085,0.0,0,0,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3320,2,1|bld,2.6800000000000006,0.532530326,1,5,126,109.0,0,12,646.7766051356098,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3321,1,1|bld,5.66,0.457813524,3,3,208,129.0,0,6,651.6137557807536,1.0,0,0,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3322,2,1|bld,7.15,0.074175405,4,4,102,98.0,1,6,652.5477519184046,0.0,0,0,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3323,1,1|bld,5.69,0.227735516,2,4,76,99.0,1,6,652.592825929725,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3324,2,1|bld,6.74,0.624571076,3,3,82,98.0,1,12,648.8271012442242,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3325,2,1|bld,6.69,0.159182915,3,5,77,103.0,1,12,664.1261483813528,0.0,0,0,0.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3326,2,1|bld,3.1000000000000005,0.1035992995,1,5,111,91.0,1,6,664.4694000682424,0.0,0,0,0.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3327,3,1|bld,7.08,0.228928216,4,5,111,106.0,1,6,649.1558508980795,0.0,0,0,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3328,2,1|bld,4.6,0.096633998,1,4,97,87.0,1,12,645.6905461613401,0.0,0,0,0.0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3329,3,1|bld,3.2600000000000007,0.478051973,2,4,347,55.0,1,12,645.5706575135546,0.0,0,0,0.0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3330,4,2|val,5.970000000000001,0.439544021,3,3,111,129.0,0,12,651.0814541088166,0.0,0,0,0.0,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3331,2,1|bld,5.95,0.288478432,1,1,153,121.0,0,12,653.7528522090176,0.0,0,0,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
